Trade Date,Confirmation Number,Order Number,Order Type,Code,Units,Average Price ($),Brokerage (inc GST.),Net Proceeds ($),Settlement Date,Status
2/06/2011,13948367,9958051439,S,ADO,"56,000",0.088,17.99,"4,910.01",7/06/2011,Confirmed
2/06/2011,13947110,9958047675,S,SDL,"15,000",0.38,19.95,"5,680.05",7/06/2011,Confirmed
31/05/2011,13934207,9957996198,S,AVQ,"75,000",0.062,17.99,"4,632.01",3/06/2011,Confirmed
31/05/2011,13934225,9957996321,B,SDL,"15,000",0.39,19.95,"5,869.95",3/06/2011,Confirmed
23/05/2011,13906934,9957885866,B,ADO,"56,000",0.088,17.99,"4,945.99",26/05/2011,Confirmed
20/05/2011,13903270,9957869270,S,NAE,"43,000",0.12,19.95,"5,140.05",25/05/2011,Confirmed
13/05/2011,13875822,9957758272,B,CXY,"160,000",0.03,17.99,"4,817.99",18/05/2011,Confirmed
13/05/2011,13875906,9957754772,B,AVQ,"75,000",0.066,17.99,"4,967.99",18/05/2011,Confirmed
12/05/2011,13870902,9957738266,S,AKK,"440,000",0.036,26.99,"15,813.01",17/05/2011,Confirmed
12/05/2011,13872448,9957744498,B,NAE,"43,000",0.115,17.99,"4,962.99",17/05/2011,Confirmed
30/03/2011,13708668,9957074282,B,WHNO,"540,000",0.012,19.95,"6,499.95",4/04/2011,Confirmed
30/03/2011,13707451,9957074142,S,MNM,"37,000",0.175,19.95,"6,455.05",4/04/2011,Confirmed
28/03/2011,13698716,9957035899,B,MNM,"37,000",0.175,19.95,"6,494.95",31/03/2011,Confirmed
28/03/2011,13698294,9957035229,S,AVQ,"100,000",0.066,19.95,"6,580.05",31/03/2011,Confirmed
24/03/2011,13684915,9956980608,S,AVQ,"110,000",0.047,19.95,"5,150.05",29/03/2011,Confirmed
24/03/2011,13684998,9956980922,B,MYG,"44,000",0.145,19.95,"6,399.95",29/03/2011,Confirmed
16/03/2011,13649256,9956824396,B,AVQ,"110,000",0.044,17.99,"4,857.99",21/03/2011,Confirmed
15/03/2011,13636854,9956777651,B,AVQ,"100,000",0.054,19.95,"5,419.95",18/03/2011,Confirmed
14/03/2011,13629348,9956746526,S,AYN,"83,000",0.063,19.95,"5,209.05",17/03/2011,Confirmed
14/03/2011,13631918,9956756389,S,AVQ,"100,000",0.054,19.95,"5,380.05",17/03/2011,Confirmed
11/03/2011,13624209,9956724419,B,AVQ,"100,000",0.049,17.99,"4,917.99",17/03/2011,Confirmed
11/03/2011,13623456,9956721869,B,AYN,"83,000",0.06,17.99,"4,997.99",17/03/2011,Confirmed
10/03/2011,13618472,9956703322,S,SDL,"22,000",0.49,26.99,"10,753.01",16/03/2011,Confirmed
7/03/2011,13596882,9956618780,S,WHNO,"587,500",0.016,19.95,"9,380.05",10/03/2011,Confirmed
7/03/2011,13597241,9956619964,B,GMM,"38,000",0.25,19.95,"9,519.95",10/03/2011,Confirmed
4/03/2011,13591583,9956595712,S,WHN,"270,000",0.045,26.99,"12,123.01",9/03/2011,Confirmed
4/03/2011,13591706,9956596202,S,PEK,"11,000",0.85,19.95,"9,330.05",9/03/2011,Confirmed
4/03/2011,13592702,9956600020,B,SDL,"22,000",0.515,26.99,"11,356.99",9/03/2011,Confirmed
4/03/2011,13592682,9956599612,S,AYN,"130,000",0.072,19.95,"9,338.37",9/03/2011,Confirmed
4/03/2011,13594900,9956597926,B,WHNO,"587,500",0.016,19.95,"9,419.95",9/03/2011,Confirmed
4/03/2011,13592040,9956597389,B,GMM,"46,000",0.215,19.95,"9,909.95",9/03/2011,Confirmed
3/03/2011,13588610,9956582270,B,AKK,"200,000",0.037,19.95,"7,419.95",8/03/2011,Confirmed
3/03/2011,13587671,9956578948,B,WHN,"270,000",0.037,19.95,"10,009.95",8/03/2011,Confirmed
3/03/2011,13586357,9956574002,B,AYN,"130,000",0.075,19.95,"9,769.95",8/03/2011,Confirmed
3/03/2011,13589061,9956583968,B,CCCO,"160,000",0.039,19.95,"6,259.95",8/03/2011,Confirmed
2/03/2011,13583682,9956561087,B,PEK,"11,000",0.865,19.95,"9,534.95",7/03/2011,Confirmed
2/03/2011,13583233,9956559519,S,FML,"520,000",0.083,47.48,"43,112.52",7/03/2011,Confirmed
11/01/2011,13372173,9955701931,B,NRU,"80,000",0.12,19.95,"9,619.95",14/01/2011,Confirmed
11/01/2011,13372491,9955703338,B,AKK,"240,000",0.034,19.95,"8,179.95",14/01/2011,Confirmed
11/01/2011,13371727,9955700894,S,SDL,"32,000",0.555,26.99,"17,733.01",14/01/2011,Confirmed
5/01/2011,13351258,9955611793,B,SDL,"32,000",0.595,26.99,"19,066.99",10/01/2011,Confirmed
5/01/2011,13351384,9955612569,S,MNM,"33,000",0.24,19.95,"7,900.05",10/01/2011,Confirmed
5/01/2011,13351685,9955613848,B,NRU,"75,000",0.105,19.95,"7,894.95",10/01/2011,Confirmed
5/01/2011,13351095,9955611445,S,SDL,"32,000",0.6,26.99,"19,173.01",10/01/2011,Confirmed
31/12/2010,13338246,9955554585,S,PIE,"200,000",0.029,19.95,"5,780.05",6/01/2011,Confirmed
31/12/2010,13338385,9955554871,B,MNM,"33,000",0.15,17.99,"4,967.99",6/01/2011,Confirmed
31/12/2010,13340266,9955562718,B,PIE,"100,000",0.026,17.99,"2,617.99",6/01/2011,Confirmed
31/12/2010,13338591,9955555685,B,RXLOA,"100,000",0.04,17.99,"4,017.99",6/01/2011,Confirmed
31/12/2010,13338617,9955555777,B,QMNO,"100,000",0.044,17.99,"4,417.99",6/01/2011,Confirmed
31/12/2010,13338535,9955555462,S,LEG,"85,000",0.095,19.95,"8,055.05",6/01/2011,Confirmed
30/12/2010,13334885,9955538887,B,LEG,"85,000",0.059,19.95,"5,034.95",5/01/2011,Confirmed
30/12/2010,13334729,9955538296,B,AVBOB,"42,000",0.12,19.95,"5,059.95",5/01/2011,Confirmed
30/12/2010,13334390,9955536501,S,QMN,"32,000",0.165,19.95,"5,260.05",5/01/2011,Confirmed
29/12/2010,13333631,9955531960,B,QMN,"32,000",0.16,19.95,"5,139.95",4/01/2011,Confirmed
29/12/2010,13331229,9955522261,B,PIE,"200,000",0.025,17.99,"5,017.99",4/01/2011,Confirmed
29/12/2010,13330770,9955520309,B,CCCO,"100,000",0.048,17.99,"4,817.99",4/01/2011,Confirmed
24/12/2010,13327529,9955309854,S,SDL,"40,000",0.54,26.99,"21,571.36",31/12/2010,Confirmed
11/10/2010,4795365,11068036,B,SDL,"32,000",0.3,19.95,"9,619.95",14/10/2010,Confirmed
30/09/2010,4791135,11053379,S,AVBOB,"65,000",0.076,17.99,"4,922.01",6/10/2010,Confirmed
30/09/2010,4791252,11053718,B,SDL,"20,000",0.25,17.99,"5,017.99",6/10/2010,Confirmed
30/09/2010,4791208,11053445,S,AVBOB,"65,000",0.076,17.99,"4,922.01",6/10/2010,Confirmed
30/09/2010,4791139,11053404,B,SDL,"20,000",0.25,17.99,"5,017.99",6/10/2010,Confirmed
29/09/2010,4790709,11051951,S,AVB,"65,000",0.078,19.95,"5,050.05",5/10/2010,Confirmed
29/09/2010,4790711,11051959,B,AVBOB,"85,000",0.058,17.99,"4,947.99",5/10/2010,Confirmed
28/09/2010,4790100,11047591,B,AVBOB,"45,000",0.047,17.99,"2,132.99",1/10/2010,Confirmed
24/09/2010,4788818,11045055,B,AVBOB,"45,000",0.047,17.99,"2,132.99",29/09/2010,Confirmed
24/09/2010,4789174,11046358,S,AVBOB,"45,000",0.05,17.99,"2,232.01",29/09/2010,Confirmed
22/09/2010,4787330,11040350,S,FML,"100,000",0.061,19.95,"6,080.05",27/09/2010,Confirmed
22/09/2010,4787521,11040776,B,ARX,"170,000",0.028,17.99,"4,777.99",27/09/2010,Confirmed
22/09/2010,4787601,11041001,S,ARX,"170,000",0.027,17.99,"4,572.01",27/09/2010,Confirmed
22/09/2010,4787609,11041133,B,AVB,"65,000",0.076,17.99,"4,957.99",27/09/2010,Confirmed
13/09/2010,4782445,11023847,B,FML,"100,000",0.049,17.99,"4,917.99",16/09/2010,Confirmed
10/09/2010,4781841,11021695,S,SDL,"30,000",0.2,19.95,"5,980.05",15/09/2010,Confirmed
4/02/2010,4675872,10663607,B,FML,"80,000",0.061,17.99,"4,897.99",9/02/2010,Confirmed
2/02/2010,4674414,10658228,B,FML,"80,000",0.062,17.99,"4,977.99",5/02/2010,Confirmed
13/01/2010,4664452,10622934,S,GSE,"120,000",0.063,19.95,"7,498.05",18/01/2010,Confirmed
13/01/2010,4664587,10623451,B,FML,"110,000",0.07,19.95,"7,719.95",18/01/2010,Confirmed
7/01/2010,4661423,10612092,B,SDL,"30,000",0.165,17.99,"4,967.99",12/01/2010,Confirmed
7/01/2010,4661413,10612051,S,CWN,600,7.98,17.99,"4,770.01",12/01/2010,Confirmed
6/01/2010,4660923,10610152,B,CWN,600,8.11,17.99,"4,883.99",11/01/2010,Confirmed
6/01/2010,4660783,10609707,S,ARU,"6,200",0.88,19.95,"5,436.05",11/01/2010,Confirmed
14/12/2009,4653292,10582426,B,WCUO,"137,000",0.035,17.99,"4,812.99",17/12/2009,Confirmed
14/12/2009,4653290,10582395,S,SDL,"34,000",0.14,17.99,"4,742.01",17/12/2009,Confirmed
10/12/2009,4651746,10577141,B,WCUO,"170,000",0.029,17.99,"4,947.99",15/12/2009,Confirmed
8/12/2009,4649880,10570829,S,MOF,"16,500",0.295,17.99,"4,849.51",11/12/2009,Confirmed
7/12/2009,4648694,10566640,B,WCUO,"200,000",0.025,17.99,"5,017.99",10/12/2009,Confirmed
4/12/2009,4647949,10563988,S,BLY,"15,000",0.315,17.99,"4,707.01",9/12/2009,Confirmed
4/12/2009,4648506,10562759,B,SDL,"34,000",0.145,17.99,"4,947.99",9/12/2009,Confirmed
4/12/2009,4648021,10564147,B,FML,"80,000",0.06,17.99,"4,817.99",9/12/2009,Confirmed
1/12/2009,4646192,10555535,S,CER,"30,000",0.165,17.99,"4,932.01",4/12/2009,Confirmed
1/12/2009,4645553,10554965,B,ARU,"6,200",0.795,17.99,"4,946.99",4/12/2009,Confirmed
30/11/2009,4645351,10554895,S,KZL,"4,500",1.035,17.99,"4,639.51",3/12/2009,Confirmed
24/11/2009,4641268,10540936,S,LYC,"10,500",0.585,19.95,"6,122.55",27/11/2009,Confirmed
24/11/2009,4641370,10541613,B,BLY,"15,000",0.33,17.99,"4,967.99",27/11/2009,Confirmed
17/11/2009,4636237,10523677,B,KZL,"4,500",1.1,17.99,"4,967.99",20/11/2009,Confirmed
16/11/2009,4635323,10520215,S,MEO,"8,000",0.56,17.99,"4,462.01",19/11/2009,Confirmed
10/11/2009,4632144,10507786,B,LYC,"10,500",0.475,17.99,"5,005.49",13/11/2009,Confirmed
9/11/2009,4631816,10506279,B,MEO,"8,000",0.6,17.99,"4,817.99",12/11/2009,Confirmed
9/11/2009,4631391,10503776,B,MOF,"16,500",0.3,17.99,"4,967.99",12/11/2009,Confirmed
6/11/2009,4630350,10501614,B,FML,"170,000",0.058,19.95,"9,879.95",11/11/2009,Confirmed
6/11/2009,4630732,10501189,B,CER,"30,000",0.165,17.99,"4,967.99",11/11/2009,Confirmed
2/11/2009,4626971,10484952,B,DYL,"30,000",0.33,19.95,"9,919.95",6/11/2009,Confirmed
29/10/2009,4624577,10480673,S,FML,"510,000",0.044,26.99,"22,413.01",4/11/2009,Confirmed
29/10/2009,4624665,10480662,S,SDL,"60,000",0.15,19.95,"8,980.05",4/11/2009,Confirmed
28/10/2009,4624175,10479072,S,MEO,"8,000",0.58,17.99,"4,622.01",2/11/2009,Confirmed
28/10/2009,4624462,10479776,B,FML,"200,000",0.047,19.95,"9,419.95",2/11/2009,Confirmed
27/10/2009,4622817,10474808,S,SAE,"28,000",0.155,17.99,"4,322.01",30/10/2009,Confirmed
15/10/2009,4613629,10443079,B,SDL,"28,000",0.175,17.99,"4,917.99",20/10/2009,Confirmed
14/10/2009,4612749,10439814,S,FML,"160,000",0.063,26.99,"10,053.01",19/10/2009,Confirmed
14/10/2009,4613206,10441450,B,SRI,"33,000",0.15,17.99,"4,967.99",19/10/2009,Confirmed
12/10/2009,4611055,10426133,B,MEO,"8,000",0.625,17.99,"5,017.99",15/10/2009,Confirmed
7/10/2009,4607587,10421202,B,FML,"220,000",0.045,19.95,"9,919.95",12/10/2009,Confirmed
6/10/2009,4606831,10417634,B,SDL,"32,000",0.155,17.99,"4,977.99",9/10/2009,Confirmed
6/10/2009,4607263,10419793,S,OEL,"75,000",0.064,17.99,"4,782.01",9/10/2009,Confirmed
6/10/2009,4606785,10418035,S,MEO,"7,000",0.715,19.95,"4,985.05",9/10/2009,Confirmed
6/10/2009,4606805,10418145,B,OEL,"75,000",0.066,17.99,"4,967.99",9/10/2009,Confirmed
5/10/2009,4606525,10415570,B,MEO,"14,000",0.68,19.95,"9,539.95",8/10/2009,Confirmed
2/10/2009,4605091,10411317,S,MEO,"9,000",0.67,19.95,"6,010.05",8/10/2009,Confirmed
1/10/2009,4604138,10408104,B,FML,"250,000",0.04,19.95,"10,019.95",7/10/2009,Confirmed
1/10/2009,4604096,10407916,S,CTPO,"100,000",0.11,26.99,"10,973.01",7/10/2009,Confirmed
30/09/2009,4603210,10404634,S,GTE,"30,284",0.162,17.99,"4,876.03",6/10/2009,Confirmed
30/09/2009,4603820,10406755,S,CCL,393,9.76,17.99,"3,817.69",6/10/2009,Confirmed
30/09/2009,4603572,10405997,B,CTPO,"45,000",0.11,17.99,"4,967.99",6/10/2009,Confirmed
30/09/2009,4603568,10405974,B,MEO,"9,000",0.665,19.95,"6,004.95",6/10/2009,Confirmed
29/09/2009,4602245,10401162,B,BSM,"18,000",0.265,17.99,"4,787.99",2/10/2009,Confirmed
29/09/2009,4602337,10401528,S,BSM,"18,000",0.265,17.99,"4,752.01",2/10/2009,Confirmed
28/09/2009,4602112,10400370,S,FML,"170,000",0.039,19.95,"6,610.05",1/10/2009,Confirmed
28/09/2009,4601821,10399556,S,BSM,"19,000",0.265,19.95,"5,015.05",1/10/2009,Confirmed
28/09/2009,4601811,10399483,B,BSM,"19,000",0.26,17.99,"4,957.99",1/10/2009,Confirmed
24/09/2009,4598971,10389299,S,SDL,"30,000",0.16,17.99,"4,782.01",29/09/2009,Confirmed
23/09/2009,4598641,10388218,B,SDL,"30,000",0.165,17.99,"4,967.99",28/09/2009,Confirmed
23/09/2009,4598057,10385985,B,CTPO,"55,000",0.09,17.99,"4,989.88",28/09/2009,Confirmed
23/09/2009,4598339,10387093,S,MAT,"17,000",0.23,17.99,"3,892.01",28/09/2009,Confirmed
21/09/2009,4596199,10379276,S,MEO,"8,500",0.71,19.95,"6,015.05",24/09/2009,Confirmed
9/09/2009,4582927,10326148,B,FML,"170,000",0.031,19.95,"5,289.95",14/09/2009,Confirmed
8/09/2009,4581300,10325846,S,SDL,"32,000",0.17,19.95,"5,420.05",11/09/2009,Confirmed
4/09/2009,4576842,10308622,B,SAE,"28,000",0.155,17.99,"4,357.99",9/09/2009,Confirmed
3/09/2009,4574888,10301613,B,MEO,"8,500",0.56,17.99,"4,777.99",8/09/2009,Confirmed
2/09/2009,4573654,10297648,S,DYL,"20,000",0.28,19.95,"5,580.05",7/09/2009,Confirmed
1/09/2009,4570950,10288002,S,INL,"220,000",0.016,17.99,"3,502.01",4/09/2009,Confirmed
21/08/2009,4556418,10237239,B,SDL,"24,200",0.185,17.99,"4,494.99",26/08/2009,Confirmed
20/08/2009,4554536,10229824,S,GDN,"101,000",0.046,17.99,"4,628.01",25/08/2009,Confirmed
18/08/2009,4552200,10221106,B,SDL,"7,800",0.185,17.99,"1,460.99",21/08/2009,Confirmed
18/08/2009,4550850,10216837,S,MLS,"94,000",0.015,17.99,"1,392.01",21/08/2009,Confirmed
10/08/2009,4538134,10166906,B,MAT,"17,000",0.165,17.99,"2,822.99",13/08/2009,Confirmed
6/08/2009,4535473,10105397,B,DYL,"20,000",0.325,19.95,"6,519.95",11/08/2009,Confirmed
27/07/2009,4516794,10099308,S,MAT,"50,000",0.19,19.95,"9,480.05",30/07/2009,Confirmed
7/07/2009,4493130,10009834,B,INL,"220,000",0.018,17.99,"3,977.99",10/07/2009,Confirmed
6/07/2009,4491794,10009385,S,BSM,"17,000",0.24,17.99,"4,062.01",9/07/2009,Confirmed
25/06/2009,4480283,9969853,B,BSM,"17,000",0.205,17.99,"3,502.99",30/06/2009,Confirmed
22/06/2009,4474663,9943705,B,WCUO,"3,000",0.085,0,255,25/06/2009,Confirmed
19/06/2009,4473825,9943705,B,WCUO,"50,000",0.085,17.99,"4,267.99",24/06/2009,Confirmed
17/06/2009,4468063,9930310,S,DYL,"19,000",0.385,19.95,"7,295.05",22/06/2009,Confirmed
9/06/2009,4455471,9888706,S,URA,"11,631",0.067,17.99,761.29,12/06/2009,Confirmed
10/04/2008,4025331,8259489,B,KALO,"1,500",0.008,0,12,15/04/2008,Confirmed
9/04/2008,4024804,8259489,B,KALO,"62,500",0.008,17.99,517.99,14/04/2008,Confirmed
28/03/2008,4012714,8251463,B,DYL,"19,000",0.26,17.99,"4,957.99",2/04/2008,Confirmed
13/03/2008,4000432,8155244,B,MLS,"74,000",0.052,0,"3,848.00",18/03/2008,Confirmed
6/03/2008,3991914,8147651,B,ADY,"19,500",0.255,17.99,"4,990.49",12/03/2008,Confirmed
3/03/2008,3987746,8155244,B,MLS,"20,000",0.052,17.99,"1,057.99",6/03/2008,Confirmed
29/02/2008,3984161,8126279,S,AGM,"9,000",1.105,19.95,"9,925.05",5/03/2008,Confirmed
17/12/2007,3892132,7803772,B,KAL,"24,500",0.195,17.99,"4,795.49",20/12/2007,Confirmed
11/12/2007,3885462,7777843,S,ADY,"10,000",0.465,17.99,"4,632.01",14/12/2007,Confirmed
6/12/2007,3878271,7752527,B,ADY,"10,000",0.495,17.99,"4,967.99",11/12/2007,Confirmed
22/06/2007,3620656,6821979,B,WMTO,"45,000",0.11,17.99,"4,967.99",27/06/2007,Confirmed
22/06/2007,3620341,6820717,S,RMG,"140,000",0.04,19.95,"5,580.05",27/06/2007,Confirmed
21/06/2007,3617828,6813663,S,TLS,"1,000",4.7,17.99,"4,682.01",26/06/2007,Confirmed
21/06/2007,3617903,6813734,B,RMG,"140,000",0.033,17.99,"4,637.99",26/06/2007,Confirmed
18/06/2007,3611028,6781409,S,WMT,"36,000",0.249,19.95,"8,944.62",21/06/2007,Confirmed
18/06/2007,3612230,6789972,B,RMI,"49,255",0.057,17.99,"2,825.53",21/06/2007,Confirmed
18/06/2007,3611374,6790158,S,GDNO,"79,000",0.125,19.95,"9,855.05",21/06/2007,Confirmed
18/06/2007,3612253,6790809,B,WMT,"40,000",0.245,19.95,"9,819.95",21/06/2007,Confirmed
18/06/2007,3612233,6793227,S,RMI,"49,255",0.059,17.99,"2,888.06",21/06/2007,Confirmed
15/06/2007,3609200,6781494,S,APG,"79,000",0.125,19.95,"9,855.05",20/06/2007,Confirmed
15/06/2007,3609764,6782240,S,BLR,"47,500",0.22,26.99,"10,423.01",20/06/2007,Confirmed
15/06/2007,3609394,6782093,B,BLR,"47,500",0.21,19.95,"9,994.95",20/06/2007,Confirmed
15/06/2007,3609276,6781552,B,AGS,"4,900",1.97,19.95,"9,672.95",20/06/2007,Confirmed
15/06/2007,3609340,6781858,S,AGS,"4,900",2.05,26.99,"10,018.01",20/06/2007,Confirmed
15/06/2007,3610053,6783847,B,GDNO,"164,500",0.06,19.95,"9,890.92",20/06/2007,Confirmed
14/06/2007,3608707,6778010,B,WMT,"36,000",0.27,19.95,"9,739.95",19/06/2007,Confirmed
14/06/2007,3607932,6776737,S,CBH,"16,800",0.585,19.95,"9,808.05",19/06/2007,Confirmed
14/06/2007,3607103,6774160,B,APG,"79,000",0.125,19.95,"9,894.95",19/06/2007,Confirmed
13/06/2007,3605334,6767523,S,RMG,"220,000",0.045,19.95,"9,880.05",18/06/2007,Confirmed
14/05/2007,3563463,6613256,B,BLRO,"48,000",0.205,19.95,"9,859.95",17/05/2007,Confirmed
14/05/2007,3563139,6605531,S,AEX,"240,000",0.041,19.95,"9,820.05",17/05/2007,Confirmed
7/05/2007,3553035,6536763,B,RMG,"300,000",0.033,19.95,"9,919.95",10/05/2007,Confirmed
7/05/2007,3552620,6566521,B,AGM,"9,000",1.07,19.95,"9,649.95",10/05/2007,Confirmed
4/05/2007,3550273,6563707,S,AGM,"9,000",1.075,19.95,"9,655.05",9/05/2007,Confirmed
3/05/2007,3550138,6561978,B,AGM,"9,000",1.075,19.95,"9,694.95",8/05/2007,Confirmed
30/04/2007,3543039,6512822,S,RMG,"290,000",0.034,19.95,"9,840.05",3/05/2007,Confirmed
27/04/2007,3540945,6504617,B,GSEO,"120,000",0.082,19.95,"9,859.95",2/05/2007,Confirmed
26/04/2007,3540276,6524997,S,HLX,"52,000",0.18,19.95,"9,340.05",1/05/2007,Confirmed
26/04/2007,3539185,6521380,B,AEX,"240,000",0.041,19.95,"9,859.95",1/05/2007,Confirmed
24/04/2007,3537562,6504677,B,HLX,"52,000",0.19,19.95,"9,899.95",30/04/2007,Confirmed
24/04/2007,3537770,6515532,B,CBH,"16,800",0.595,19.95,"10,015.95",30/04/2007,Confirmed
23/04/2007,3534803,6505355,B,WMT,"21,500",0.46,19.95,"9,909.95",27/04/2007,Confirmed
23/04/2007,3535994,6508666,S,WMT,"21,500",0.44,19.95,"9,440.05",27/04/2007,Confirmed
23/04/2007,3534976,6505968,B,GDNO,"15,500",0.63,19.95,"9,784.95",27/04/2007,Confirmed
23/04/2007,3536461,6508563,B,RMG,"340,000",0.029,19.95,"9,879.95",27/04/2007,Confirmed
30/03/2007,3509787,6407692,S,PPX,223,4.19,17.99,916.38,4/04/2007,Confirmed
30/03/2007,3509793,6407702,B,WMT,"3,000",0.26,17.99,797.99,4/04/2007,Confirmed
22/03/2007,3499397,6365185,B,APG,"23,000",0.15,17.99,"3,467.99",27/03/2007,Confirmed
21/03/2007,3497760,6361004,S,NEM,648,5.48,17.99,"3,533.05",26/03/2007,Confirmed
12/03/2007,3487508,6321996,B,APG,"18,000",0.195,17.99,"3,527.99",15/03/2007,Confirmed
12/03/2007,3487482,6321925,S,GGY,"45,000",0.08,17.99,"3,582.01",15/03/2007,Confirmed
6/03/2007,3481606,6298195,B,APG,"54,000",0.185,19.95,"10,009.95",9/03/2007,Confirmed
6/03/2007,3481441,6297849,S,APG,"55,000",0.18,19.95,"9,880.05",9/03/2007,Confirmed
27/02/2007,3469586,6251199,S,CGJ,757,15.64,26.99,"11,812.49",2/03/2007,Confirmed
27/02/2007,3470967,6256402,B,GGY,"45,000",0.073,17.99,"3,302.99",2/03/2007,Confirmed
27/02/2007,3470575,6252764,B,APG,"60,000",0.145,19.95,"8,719.95",2/03/2007,Confirmed
13/02/2007,3451069,6179156,B,URA,500,1,17.99,517.99,16/02/2007,Confirmed
8/02/2007,3445657,6157879,S,AMC,670,7.315,17.99,"4,882.93",13/02/2007,Confirmed
