Confirmation Number, Order Number, Trade Date, Buy / Sell, Stock Code, Units, Average Price, Brokerage, Net Proceeds, Settlement Date, Contract Status
24826896,Unk-24826896,03/05/2007,B,AGM,9000,1.090000,29.950000,9839.950000,08/05/2007,Confirmed
24811439,Unk-24811439,02/05/2007,S,AGM,10000,1.005000,31.150000,10018.850000,07/05/2007,Confirmed
24810645,Unk-24810645,02/05/2007,B,RMI,98804,.041000,.000000,4050.960000,07/05/2007,Confirmed
24809630,Unk-24809630,02/05/2007,S,WMT,28500,.355000,31.360000,10086.140000,07/05/2007,Confirmed
24807090,Unk-24807090,02/05/2007,B,WMT,28500,.350000,29.950000,10004.950000,07/05/2007,Confirmed
24804661,Unk-24804661,02/05/2007,B,AGM,10000,.995000,29.950000,9979.950000,07/05/2007,Confirmed
24804011,Unk-24804011,02/05/2007,S,JMS,49500,.200000,29.950000,9870.050000,07/05/2007,Confirmed
24789036,Unk-24789036,01/05/2007,B,WMT,27000,.365000,29.950000,9884.950000,04/05/2007,Confirmed
24781771,Unk-24781771,01/05/2007,B,INL,50000,.195000,29.950000,9779.950000,04/05/2007,Confirmed
24778335,Unk-24778335,30/04/2007,B,RMI,73540,.041000,.000000,3015.140000,03/05/2007,Confirmed
24766465,Unk-24766465,30/04/2007,S,DYL,14500,.685000,29.950000,9902.550000,03/05/2007,Confirmed
24765340,Unk-24765340,30/04/2007,B,DYL,14500,.685000,29.950000,9962.450000,03/05/2007,Confirmed
24764123,Unk-24764123,30/04/2007,S,DYL,14000,.675000,29.950000,9420.050000,03/05/2007,Confirmed
24763655,Unk-24763655,30/04/2007,B,GGY,43000,.230000,29.950000,9919.950000,03/05/2007,Confirmed
24762737,Unk-24762737,30/04/2007,S,WMT,24500,.390000,29.950000,9525.050000,03/05/2007,Confirmed
24758589,Unk-24758589,30/04/2007,B,WMT,24500,.400000,29.950000,9829.950000,03/05/2007,Confirmed
24758311,Unk-24758311,30/04/2007,B,DYL,14000,.710000,29.950000,9969.950000,03/05/2007,Confirmed
24745848,Unk-24745848,27/04/2007,S,WMT,24000,.400000,29.950000,9570.050000,02/05/2007,Confirmed
24744583,Unk-24744583,27/04/2007,B,AGS,4000,2.460000,29.950000,9869.950000,02/05/2007,Confirmed
24736592,Unk-24736592,27/04/2007,B,WMT,24000,.410000,29.950000,9869.950000,02/05/2007,Confirmed
24729997,Unk-24729997,26/04/2007,B,RMI,67656,.041000,29.950000,2803.850000,01/05/2007,Confirmed
24722473,Unk-24722473,26/04/2007,B,JMS,49500,.200000,29.950000,9929.950000,01/05/2007,Confirmed
24686960,Unk-24686960,24/04/2007,B,GGY,52570,.190000,29.950000,10018.250000,30/04/2007,Confirmed
24662766,Unk-24662766,23/04/2007,B,GDNO,15000,.630000,29.950000,9479.950000,27/04/2007,Confirmed
24658449,Unk-24658449,23/04/2007,S,GGY,48770,.195000,29.950000,9480.200000,27/04/2007,Confirmed
24649179,Unk-24649179,20/04/2007,S,RMG,570000,.032000,56.540000,18183.460000,26/04/2007,Confirmed
24640171,Unk-24640171,20/04/2007,B,WGP,53500,.145000,.000000,7757.500000,26/04/2007,Confirmed
24636279,Unk-24636279,19/04/2007,B,WGP,15000,.145000,29.950000,2204.950000,24/04/2007,Confirmed
24633689,Unk-24633689,19/04/2007,S,JMS,46500,.200000,29.950000,9270.050000,24/04/2007,Confirmed
24632207,Unk-24632207,19/04/2007,B,RMG,370000,.027000,29.950000,10019.950000,24/04/2007,Confirmed
24627717,Unk-24627717,19/04/2007,B,JMS,46500,.215000,29.950000,10027.450000,24/04/2007,Confirmed
24625790,Unk-24625790,19/04/2007,B,GDNO,12500,.795000,29.950000,9967.450000,24/04/2007,Confirmed
24615563,Unk-24615563,19/04/2007,S,RMG,430000,.027000,35.990000,11574.010000,24/04/2007,Confirmed
24611042,Unk-24611042,18/04/2007,B,APG,57000,.175000,29.950000,10004.950000,23/04/2007,Confirmed
24599431,Unk-24599431,18/04/2007,B,GDNO,13000,.765000,29.950000,9974.950000,23/04/2007,Confirmed
24598320,Unk-24598320,18/04/2007,B,RMG,430000,.023000,29.950000,9919.950000,23/04/2007,Confirmed
24598023,Unk-24598023,18/04/2007,B,GGY,57000,.175000,29.950000,10004.950000,23/04/2007,Confirmed
24579915,Unk-24579915,17/04/2007,S,GDNO,23544,.796911,58.160000,18704.320000,20/04/2007,Confirmed
24530898,Unk-24530898,13/04/2007,S,GDNO,13000,.895000,36.070000,11598.930000,18/04/2007,Confirmed
24529844,Unk-24529844,13/04/2007,S,GSEO,110000,.089273,29.950000,9790.050000,18/04/2007,Confirmed
24529822,Unk-24529822,13/04/2007,S,GGY,95000,.190000,55.950000,17994.050000,18/04/2007,Confirmed
24507341,Unk-24507341,12/04/2007,S,RMG,410000,.024000,29.950000,9810.050000,17/04/2007,Confirmed
24505790,Unk-24505790,12/04/2007,S,RMG,337836,.024000,29.950000,8078.110000,17/04/2007,Confirmed
24503438,Unk-24503438,12/04/2007,B,RMG,337836,.024000,29.950000,8138.010000,17/04/2007,Confirmed
24502805,Unk-24502805,12/04/2007,B,RMG,411000,.024000,29.950000,9893.950000,17/04/2007,Confirmed
24496226,Unk-24496226,12/04/2007,S,WMT,28500,.345000,29.950000,9802.550000,17/04/2007,Confirmed
24494956,Unk-24494956,12/04/2007,B,WMT,28500,.345000,29.950000,9862.450000,17/04/2007,Confirmed
24488209,Unk-24488209,11/04/2007,S,WMT,28500,.355000,31.360000,10086.140000,16/04/2007,Confirmed
24479339,Unk-24479339,11/04/2007,S,AGM,11500,.845000,29.950000,9687.550000,16/04/2007,Confirmed
24476157,Unk-24476157,11/04/2007,B,GGY,48500,.205000,29.950000,9972.450000,16/04/2007,Confirmed
24475286,Unk-24475286,11/04/2007,B,AGM,11500,.845000,29.950000,9747.450000,16/04/2007,Confirmed
24468882,Unk-24468882,11/04/2007,B,GGY,46500,.215000,29.950000,10027.450000,16/04/2007,Confirmed
24462825,Unk-24462825,10/04/2007,S,CBH,18000,.560000,31.250000,10048.750000,13/04/2007,Confirmed
24457241,Unk-24457241,10/04/2007,S,APG,58000,.170000,29.950000,9830.050000,13/04/2007,Confirmed
24457045,Unk-24457045,10/04/2007,B,WMT,28500,.350000,29.950000,10004.950000,13/04/2007,Confirmed
24456225,Unk-24456225,10/04/2007,S,GGY,54000,.190000,31.800000,10228.200000,13/04/2007,Confirmed
24451545,Unk-24451545,10/04/2007,B,CBH,18000,.550000,29.950000,9929.950000,13/04/2007,Confirmed
24449415,Unk-24449415,10/04/2007,S,WMT,30000,.330000,29.950000,9870.050000,13/04/2007,Confirmed
24448760,Unk-24448760,10/04/2007,S,BLR,40000,.245000,29.950000,9770.050000,13/04/2007,Confirmed
24446782,Unk-24446782,10/04/2007,S,AGM,12000,.845000,31.430000,10108.570000,13/04/2007,Confirmed
24444479,Unk-24444479,10/04/2007,B,GDNO,13000,.755000,29.950000,9844.950000,13/04/2007,Confirmed
24442548,Unk-24442548,10/04/2007,B,BLR,40000,.245000,29.950000,9829.950000,13/04/2007,Confirmed
24440932,Unk-24440932,10/04/2007,B,WMT,30000,.325000,29.950000,9779.950000,13/04/2007,Confirmed
24437910,Unk-24437910,10/04/2007,B,AGM,12000,.800000,29.950000,9629.950000,13/04/2007,Confirmed
24434314,Unk-24434314,05/04/2007,S,DYL,19000,.485000,29.950000,9185.050000,12/04/2007,Confirmed
24432456,Unk-24432456,05/04/2007,B,GDNO,13500,.740000,29.950000,10019.950000,12/04/2007,Confirmed
24430758,Unk-24430758,05/04/2007,S,GDNO,30000,.693333,64.470000,20735.530000,12/04/2007,Confirmed
24401508,Unk-24401508,04/04/2007,B,WGP,46500,.215000,29.950000,10027.450000,11/04/2007,Confirmed
24395258,Unk-24395258,04/04/2007,B,DYL,19000,.510000,29.950000,9719.950000,11/04/2007,Confirmed
24392032,Unk-24392032,03/04/2007,B,GGY,54000,.185000,29.950000,10019.950000,10/04/2007,Confirmed
24381644,Unk-24381644,03/04/2007,S,DYL,21500,.485000,32.320000,10395.180000,10/04/2007,Confirmed
24380898,Unk-24380898,03/04/2007,B,GDNO,14000,.680000,29.950000,9549.950000,10/04/2007,Confirmed
24378143,Unk-24378143,03/04/2007,S,GGY,60000,.180000,33.470000,10766.530000,10/04/2007,Confirmed
24370127,Unk-24370127,02/04/2007,S,CBH,19000,.505000,29.950000,9565.050000,05/04/2007,Confirmed
24368212,Unk-24368212,02/04/2007,B,DYL,21500,.460000,29.950000,9919.950000,05/04/2007,Confirmed
24359661,Unk-24359661,02/04/2007,B,GDNO,16000,.620000,29.950000,9949.950000,05/04/2007,Confirmed
24358355,Unk-24358355,02/04/2007,S,AGS,4300,2.310000,29.950000,9903.050000,05/04/2007,Confirmed
24357067,Unk-24357067,02/04/2007,B,JMS,38000,.260000,29.950000,9909.950000,05/04/2007,Confirmed
24355461,Unk-24355461,02/04/2007,B,AGS,4300,2.320000,29.950000,10005.950000,05/04/2007,Confirmed
24348476,Unk-24348476,30/03/2007,S,AGS,4800,2.050000,29.950000,9810.050000,04/04/2007,Confirmed
24334414,Unk-24334414,30/03/2007,B,CBH,19000,.520000,29.950000,9909.950000,04/04/2007,Confirmed
24330290,Unk-24330290,30/03/2007,B,GGY,60000,.160000,29.950000,9629.950000,04/04/2007,Confirmed
24323795,Unk-24323795,29/03/2007,S,ADI,15000,.643542,29.950000,9623.180000,03/04/2007,Confirmed
24319262,Unk-24319262,29/03/2007,S,GGY,64000,.155000,29.950000,9890.050000,03/04/2007,Confirmed
24316913,Unk-24316913,29/03/2007,B,GGY,64000,.150000,29.950000,9629.950000,03/04/2007,Confirmed
24316313,Unk-24316313,29/03/2007,B,GSEO,100000,.094000,29.950000,9429.950000,03/04/2007,Confirmed
24312520,Unk-24312520,29/03/2007,S,DYL,49000,.395000,59.990000,19295.010000,03/04/2007,Confirmed
24305885,Unk-24305885,28/03/2007,B,APG,58000,.170000,29.950000,9889.950000,02/04/2007,Confirmed
24303046,Unk-24303046,28/03/2007,S,GGY,71000,.140000,29.950000,9910.050000,02/04/2007,Confirmed
24303039,Unk-24303039,28/03/2007,B,DYL,24500,.400000,29.950000,9829.950000,02/04/2007,Confirmed
24299707,Unk-24299707,28/03/2007,B,ADI,15000,.655000,29.950000,9854.950000,02/04/2007,Confirmed
24299690,Unk-24299690,28/03/2007,S,GDNO,20000,.520700,32.290000,10381.710000,02/04/2007,Confirmed
24296720,Unk-24296720,28/03/2007,B,GDNO,20000,.495000,29.950000,9929.950000,02/04/2007,Confirmed
24293470,Unk-24293470,28/03/2007,B,GGY,71000,.140000,29.950000,9969.950000,02/04/2007,Confirmed
24292949,Unk-24292949,28/03/2007,S,APG,66000,.155000,31.710000,10198.290000,02/04/2007,Confirmed
24290658,Unk-24290658,28/03/2007,B,DYL,24500,.405000,29.950000,9952.450000,02/04/2007,Confirmed
24282620,Unk-24282620,27/03/2007,S,GGY,90000,.120000,33.470000,10766.530000,30/03/2007,Confirmed
24282486,Unk-24282486,27/03/2007,B,APG,66000,.150000,29.950000,9929.950000,30/03/2007,Confirmed
24280428,Unk-24280428,27/03/2007,B,GGY,90000,.110000,29.950000,9929.950000,30/03/2007,Confirmed
24279148,Unk-24279148,27/03/2007,S,AGM,13000,.755000,29.950000,9785.050000,30/03/2007,Confirmed
24276181,Unk-24276181,27/03/2007,B,AGM,13000,.755000,29.950000,9844.950000,30/03/2007,Confirmed
24272084,Unk-24272084,27/03/2007,S,AGS,4800,2.080000,29.950000,9954.050000,30/03/2007,Confirmed
24270806,Unk-24270806,27/03/2007,S,WMT,36000,.265000,29.950000,9510.050000,30/03/2007,Confirmed
24265347,Unk-24265347,26/03/2007,S,APG,133000,.155000,63.900000,20551.100000,29/03/2007,Confirmed
24260524,Unk-24260524,26/03/2007,B,AGS,5100,1.960000,29.950000,10025.950000,29/03/2007,Confirmed
24260055,Unk-24260055,26/03/2007,B,GSEO,110000,.088364,29.950000,9749.950000,29/03/2007,Confirmed
24257383,Unk-24257383,26/03/2007,S,DYL,24000,.415000,29.950000,9930.050000,29/03/2007,Confirmed
24256531,Unk-24256531,26/03/2007,S,GSEO,130000,.081000,32.640000,10497.360000,29/03/2007,Confirmed
24255666,Unk-24255666,26/03/2007,S,GSE,83000,.125000,32.160000,10342.840000,29/03/2007,Confirmed
24255541,Unk-24255541,26/03/2007,S,MLS,150000,.067000,31.150000,10018.850000,29/03/2007,Confirmed
24252738,Unk-24252738,26/03/2007,S,GGY,90000,.130667,36.450000,11723.550000,29/03/2007,Confirmed
24252326,Unk-24252326,26/03/2007,S,GGY,76500,.115000,29.950000,8767.550000,29/03/2007,Confirmed
24251303,Unk-24251303,26/03/2007,B,GGY,76500,.130000,29.950000,9974.950000,29/03/2007,Confirmed
24251195,Unk-24251195,26/03/2007,B,DYL,24000,.415000,29.950000,9989.950000,29/03/2007,Confirmed
24249345,Unk-24249345,26/03/2007,B,GGY,90000,.110000,29.950000,9929.950000,29/03/2007,Confirmed
24242827,Unk-24242827,23/03/2007,S,DYL,24000,.405000,29.950000,9690.050000,28/03/2007,Confirmed
24233502,Unk-24233502,23/03/2007,B,DYL,24000,.410000,29.950000,9869.950000,28/03/2007,Confirmed
24232691,Unk-24232691,23/03/2007,B,MLS,150000,.064000,29.950000,9629.950000,28/03/2007,Confirmed
24232328,Unk-24232328,23/03/2007,S,GGY,116000,.087000,31.280000,10060.720000,28/03/2007,Confirmed
24231948,Unk-24231948,23/03/2007,B,GGY,116000,.086000,29.950000,10005.950000,28/03/2007,Confirmed
24216723,Unk-24216723,22/03/2007,B,GSEO,130000,.075000,29.950000,9779.950000,27/03/2007,Confirmed
24213363,Unk-24213363,22/03/2007,B,WMT,36000,.275000,29.950000,9929.950000,27/03/2007,Confirmed
24208760,Unk-24208760,22/03/2007,S,WMT,37500,.255000,29.950000,9532.550000,27/03/2007,Confirmed
24208594,Unk-24208594,22/03/2007,S,AGS,5700,1.749909,29.950000,9944.530000,27/03/2007,Confirmed
24199216,Unk-24199216,21/03/2007,S,DYL,25000,.390000,29.950000,9720.050000,26/03/2007,Confirmed
24198866,Unk-24198866,21/03/2007,B,APG,66000,.150000,29.950000,9929.950000,26/03/2007,Confirmed
24197621,Unk-24197621,21/03/2007,B,DYL,25000,.395000,29.950000,9904.950000,26/03/2007,Confirmed
24190151,Unk-24190151,21/03/2007,B,APG,71000,.140000,29.950000,9969.950000,26/03/2007,Confirmed
24189822,Unk-24189822,21/03/2007,B,GSE,83000,.120000,29.950000,9989.950000,26/03/2007,Confirmed
24188419,Unk-24188419,21/03/2007,B,WMT,37500,.265000,29.950000,9967.450000,26/03/2007,Confirmed
24180087,Unk-24180087,20/03/2007,B,AGS,5900,1.670000,29.950000,9882.950000,23/03/2007,Confirmed
24172320,Unk-24172320,20/03/2007,S,GSE,90000,.110000,29.950000,9870.050000,23/03/2007,Confirmed
24172235,Unk-24172235,20/03/2007,S,APG,124000,.140000,53.810000,17306.190000,23/03/2007,Confirmed
24171685,Unk-24171685,20/03/2007,B,GSE,90000,.110000,29.950000,9929.950000,23/03/2007,Confirmed
24155165,Unk-24155165,19/03/2007,B,APG,64000,.155000,29.950000,9949.950000,22/03/2007,Confirmed
24143195,Unk-24143195,16/03/2007,S,GGY,130000,.076000,29.950000,9850.050000,21/03/2007,Confirmed
24139118,Unk-24139118,16/03/2007,B,APG,60000,.165000,29.950000,9929.950000,21/03/2007,Confirmed
24137825,Unk-24137825,16/03/2007,B,GGY,130000,.075000,29.950000,9779.950000,21/03/2007,Confirmed
24137452,Unk-24137452,16/03/2007,S,APG,120000,.170000,63.240000,20336.760000,21/03/2007,Confirmed
24134903,Unk-24134903,16/03/2007,S,WMT,40000,.245000,29.950000,9770.050000,21/03/2007,Confirmed
24133848,Unk-24133848,16/03/2007,B,APG,60000,.165000,29.950000,9929.950000,21/03/2007,Confirmed
24128353,Unk-24128353,15/03/2007,B,WMT,40000,.245000,29.950000,9829.950000,20/03/2007,Confirmed
24125432,Unk-24125432,15/03/2007,B,APG,60000,.165000,29.950000,9929.950000,20/03/2007,Confirmed
24116065,Unk-24116065,15/03/2007,S,WMT,77000,.255000,60.860000,19574.140000,20/03/2007,Confirmed
24097384,Unk-24097384,14/03/2007,S,RMI,260000,.036404,29.950000,9435.050000,19/03/2007,Confirmed
24088427,Unk-24088427,13/03/2007,B,WMT,40000,.240000,29.950000,9629.950000,16/03/2007,Confirmed
24083691,Unk-24083691,13/03/2007,B,RMG,499000,.020000,29.950000,10009.950000,16/03/2007,Confirmed
24075088,Unk-24075088,13/03/2007,S,AGS,6000,1.725000,32.090000,10317.910000,16/03/2007,Confirmed
24069300,Unk-24069300,12/03/2007,B,WMT,37000,.270000,29.950000,10019.950000,15/03/2007,Confirmed
24064478,Unk-24064478,12/03/2007,S,WMT,39000,.255000,29.950000,9915.050000,15/03/2007,Confirmed
24064232,Unk-24064232,12/03/2007,B,WMT,39000,.255000,29.950000,9974.950000,15/03/2007,Confirmed
24059132,Unk-24059132,12/03/2007,S,DYL,26000,.360000,29.950000,9330.050000,15/03/2007,Confirmed
24028239,Unk-24028239,08/03/2007,B,AGS,6100,1.635000,29.950000,10003.450000,14/03/2007,Confirmed
24027821,Unk-24027821,08/03/2007,B,RMI,260000,.038000,29.950000,9909.950000,14/03/2007,Confirmed
24019448,Unk-24019448,08/03/2007,B,DYL,26000,.380000,29.950000,9909.950000,14/03/2007,Confirmed
24010627,Unk-24010627,07/03/2007,S,URAO,25000,.380000,29.950000,9470.050000,13/03/2007,Confirmed
24006452,Unk-24006452,07/03/2007,S,WMT,33000,.280000,29.950000,9210.050000,13/03/2007,Confirmed
24006063,Unk-24006063,07/03/2007,B,WMT,33000,.295000,29.950000,9764.950000,13/03/2007,Confirmed
24005724,Unk-24005724,07/03/2007,S,WMT,33000,.300000,29.950000,9870.050000,13/03/2007,Confirmed
24005523,Unk-24005523,07/03/2007,S,APG,52000,.180000,29.950000,9330.050000,13/03/2007,Confirmed
24004641,Unk-24004641,07/03/2007,B,WMT,33000,.300000,29.950000,9929.950000,13/03/2007,Confirmed
24004311,Unk-24004311,07/03/2007,S,CBH,17500,.570000,29.950000,9945.050000,13/03/2007,Confirmed
24002566,Unk-24002566,07/03/2007,S,DYL,25000,.390000,29.950000,9720.050000,13/03/2007,Confirmed
24002128,Unk-24002128,07/03/2007,B,URAO,25000,.395000,29.950000,9904.950000,13/03/2007,Confirmed
24002123,Unk-24002123,07/03/2007,B,CBH,17500,.565000,29.950000,9917.450000,13/03/2007,Confirmed
23998834,Unk-23998834,07/03/2007,S,WMT,39500,.295000,36.120000,11616.380000,13/03/2007,Confirmed
23998281,Unk-23998281,07/03/2007,B,DYL,25000,.390000,29.950000,9779.950000,13/03/2007,Confirmed
23998093,Unk-23998093,07/03/2007,B,APG,52000,.190000,29.950000,9909.950000,13/03/2007,Confirmed
23991680,Unk-23991680,06/03/2007,B,WMT,39500,.250000,29.950000,9904.950000,09/03/2007,Confirmed
23990881,Unk-23990881,06/03/2007,S,GGY,148000,.066000,29.950000,9738.050000,09/03/2007,Confirmed
23984682,Unk-23984682,06/03/2007,S,INL,54000,.190000,31.800000,10228.200000,09/03/2007,Confirmed
23983583,Unk-23983583,06/03/2007,B,GGY,148000,.067000,29.950000,9945.950000,09/03/2007,Confirmed
23982768,Unk-23982768,06/03/2007,S,APG,48000,.185000,29.950000,8850.050000,09/03/2007,Confirmed
23981703,Unk-23981703,06/03/2007,S,AGS,6400,1.580078,31.350000,10081.150000,09/03/2007,Confirmed
23981624,Unk-23981624,06/03/2007,B,APG,48000,.200000,29.950000,9629.950000,09/03/2007,Confirmed
23980048,Unk-23980048,06/03/2007,S,APG,60000,.190000,35.340000,11364.660000,09/03/2007,Confirmed
23974699,Unk-23974699,06/03/2007,S,MLS,160000,.063000,31.250000,10048.750000,09/03/2007,Confirmed
23973046,Unk-23973046,06/03/2007,B,MLS,160000,.061000,29.950000,9789.950000,09/03/2007,Confirmed
23971686,Unk-23971686,06/03/2007,S,DYL,28000,.355000,29.950000,9910.050000,09/03/2007,Confirmed
23968055,Unk-23968055,06/03/2007,B,DYL,28000,.350000,29.950000,9829.950000,09/03/2007,Confirmed
23961758,Unk-23961758,05/03/2007,B,APG,60000,.165000,29.950000,9929.950000,08/03/2007,Confirmed
23958087,Unk-23958087,05/03/2007,B,INL,54000,.185000,29.950000,10019.950000,08/03/2007,Confirmed
23957590,Unk-23957590,05/03/2007,S,GGY,111000,.065901,29.950000,7285.050000,08/03/2007,Confirmed
23957542,Unk-23957542,05/03/2007,B,GGY,111000,.066000,29.950000,7355.950000,08/03/2007,Confirmed
23951477,Unk-23951477,05/03/2007,B,AGS,6400,1.555000,29.950000,9981.950000,08/03/2007,Confirmed
23946477,Unk-23946477,05/03/2007,S,WMT,55000,.195000,33.240000,10691.760000,08/03/2007,Confirmed
23945803,Unk-23945803,05/03/2007,S,APG,60000,.169296,31.480000,10126.290000,08/03/2007,Confirmed
23944556,Unk-23944556,05/03/2007,S,DYL,28000,.355000,29.950000,9910.050000,08/03/2007,Confirmed
23942523,Unk-23942523,05/03/2007,S,AGS,5800,1.610000,29.950000,9308.050000,08/03/2007,Confirmed
23941879,Unk-23941879,05/03/2007,B,DYL,28000,.355000,29.950000,9969.950000,08/03/2007,Confirmed
23925982,Unk-23925982,02/03/2007,B,AGS,5800,1.705000,29.950000,9918.950000,07/03/2007,Confirmed
23920182,Unk-23920182,02/03/2007,B,APG,60000,.160000,29.950000,9629.950000,07/03/2007,Confirmed
23919327,Unk-23919327,02/03/2007,S,MLS,135000,.072416,29.950000,9746.170000,07/03/2007,Confirmed
23913613,Unk-23913613,02/03/2007,B,MLS,135000,.072000,29.950000,9749.950000,07/03/2007,Confirmed
23912831,Unk-23912831,02/03/2007,B,WMT,55000,.175000,29.950000,9654.950000,07/03/2007,Confirmed
